node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km,tipLabel
802,803,0.0677797210767608,41.013045139652,-73.9488464439113,41.0820478107131,-74.0322790909164,0.0677797210767608,0,1998.43813481949,1998.50591454057,10.3958505591733,NA
803,804,0.165025227150398,41.0820478107131,-74.0322790909164,41.1427994189613,-74.2941344205241,0.232804948227159,0.0677797210767608,1998.50591454057,1998.67093976772,22.9804883923874,NA
804,805,0.0720122356386526,41.1427994189613,-74.2941344205241,41.111908113429,-74.3344189905341,0.304817183865811,0.232804948227159,1998.67093976772,1998.74295200335,4.82053070755806,NA
805,793,3.876247996646,41.111908113429,-74.3344189905341,39.7307906872814,-104.687886903365,4.18106518051181,0.304817183865811,1998.74295200335,2002.6192,2564.05044994818,AY289214_2002.6192_USA_TX_Jefferson_-94.252289_29.803449
805,806,0.0114855099031992,41.111908113429,-74.3344189905341,41.1178265295592,-74.3403495580513,0.316302693769011,0.304817183865811,1998.74295200335,1998.75443751326,0.825533057668767,NA
806,807,2.141830093925,41.1178265295592,-74.3403495580513,41.0628237097192,-74.4244986006463,2.45813278769401,0.316302693769011,1998.75443751326,2000.89626760718,9.34559048693757,NA
807,808,0.196892433748099,41.0628237097192,-74.4244986006463,41.0785829097467,-74.3328329262971,2.65502522144211,2.45813278769401,2000.89626760718,2001.09316004093,7.89072500886425,NA
808,790,0.504139959069201,41.0785829097467,-74.3328329262971,40.9582822293698,-74.1855688156437,3.15916518051131,2.65502522144211,2001.09316004093,2001.5973,18.2305509014179,KX547272_2001.5973_USA_NY_Suffolk_-73.221037_40.901631
808,791,0.5890399590693,41.0785829097467,-74.3328329262971,41.3114434967485,-74.2078044597994,3.24406518051141,2.65502522144211,2001.09316004093,2001.6822,27.958728775716,HM488136_2001.6822_USA_CT_Fairfield_-73.381637_41.090785
807,792,0.8599323928175,41.0628237097192,-74.4244986006463,41.1811508191798,-73.3776732533722,3.31806518051151,2.45813278769401,2000.89626760718,2001.7562,88.7705507603982,KX547203_2001.7562_USA_NY_Suffolk_-72.119556_41.201801
806,795,0.946962486742301,41.1178265295592,-74.3403495580513,41.042227941076,-74.578692615001,1.26326518051131,0.316302693769011,1998.75443751326,1999.7014,21.6990933465573,AF206518_1999.7014_USA_CT_Fairfield_-73.448574_41.059706
804,794,1.071560232284,41.1427994189613,-74.2941344205241,41.0616281086019,-74.2640961279328,1.30436518051116,0.232804948227159,1998.67093976772,1999.7425,9.381058834982,HM488125_1999.7425_USA_CT_Fairfield_-73.644939_40.996449
803,809,0.0017259234130691,41.0820478107131,-74.0322790909164,41.0825287981913,-74.0507119761423,0.0695056444898299,0.0677797210767608,1998.50591454057,1998.50764046398,1.54767072513998,NA
